State,Elec Distributor,Postcode,Suburb,RES Tariff,SME Tariff,Plan Type,Customer Type,Consumption Level,Retailer,Product Name,Product Description,Discount: Guaranteed Elec,Discount: Guaranteed Gas,Discount: Pay on Time Elec,Discount: Pay on Time Gas,Discount: Dual Fuel Elec,Discount: Dual Fuel Gas,AD:Rankings (Inc Discounts), Ranking 1,Ranking 2,Ranking 3,Date
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",16,10,,,,,1,0%,-0.4%,-1.46%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off your energy usage charges and daily supply charges. The AGL Smart Saver plan includes a 13% electricity and 9% gas gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",13,9,,,,,2,0.4%,0%,-1.06%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,3,1.44%,1.05%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 9% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",13,9,,,,,4,2.85%,2.46%,1.42%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,5,3.72%,3.33%,2.31%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,6,3.84%,3.46%,2.43%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,Lumo Energy,"Lumo Plus","The Lumo Plus plan gives you a $20 (incl GST) Lumo Reward Credit. Lumo Rewards Credit is applied once Lumo becomes responsible for the supply of your electricity and $15 (incl GST) Lumo Rewards Credit for three consecutive monthly electricity bills or a quarterly electricity bill when you pay the full amount on each bill by the due date. This plan has no contract term and no exit fees. ",,,,,,,7,3.84%,3.46%,2.43%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move, you will also be able to access Lumos exclusive benefits program Lumo Rewards by registering for it via My Account, our online portal.",,,,,,,8,9.19%,8.83%,7.86%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",16,10,,,,,1,0%,-1.8%,-2.81%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off your energy usage charges and daily supply charges. The AGL Smart Saver plan includes a 13% electricity and 9% gas gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",13,9,,,,,2,1.77%,0%,-0.99%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 9% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",13,9,,,,,3,2.74%,0.98%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,4,2.84%,1.09%,0.11%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,Lumo Energy,"Lumo Plus","The Lumo Plus plan gives you a $20 (incl GST) Lumo Reward Credit. Lumo Rewards Credit is applied once Lumo becomes responsible for the supply of your electricity and $15 (incl GST) Lumo Rewards Credit for three consecutive monthly electricity bills or a quarterly electricity bill when you pay the full amount on each bill by the due date. This plan has no contract term and no exit fees. ",,,,,,,5,2.84%,1.09%,0.11%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,6,2.84%,1.09%,0.11%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,7,3.68%,1.95%,0.98%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move, you will also be able to access Lumos exclusive benefits program Lumo Rewards by registering for it via My Account, our online portal.",,,,,,,8,7.4%,5.73%,4.79%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,Origin Energy,"Origin Max Saver","",16,,,,,,1,0%,-1.72%,-2.06%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 14% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",14,,,,,,2,1.69%,0%,-0.34%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,3,2.02%,0.34%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,Powerdirect,"Powerdirect Discount Saver","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 13% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",13,,,,,,4,3%,1.33%,1%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,5,3.32%,1.66%,1.33%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,6,3.96%,2.31%,1.98%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Low,Origin Energy,"Origin Flexi","",10,,,,,,7,6.43%,4.82%,4.5%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,Origin Energy,"Origin Max Saver","",16,,,,,,1,0%,-0.99%,-2.96%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,0.98%,0%,-1.96%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 14% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",14,,,,,,3,2.88%,1.92%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,3.8%,2.85%,0.95%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,Powerdirect,"Powerdirect Discount Saver","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 13% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",13,,,,,,5,4.03%,3.08%,1.18%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,6,5.15%,4.22%,2.34%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,Medium,Origin Energy,"Origin Flexi","",10,,,,,,7,6.68%,5.76%,3.92%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,Origin Energy,"Origin Max Saver","",16,,,,,,1,0%,-0.39%,-3.5%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,0.39%,0%,-3.09%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 14% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",14,,,,,,3,3.38%,3%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,4.1%,3.72%,0.74%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,Powerdirect,"Powerdirect Discount Saver","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 13% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",13,,,,,,5,4.45%,4.08%,1.11%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,6,5.5%,5.14%,2.2%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Elec,RES,High,Origin Energy,"Origin Flexi","",10,,,,,,7,6.7%,6.34%,3.44%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 20% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,20,,,,,1,0%,0%,-13.85%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 20% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,20,,,,,2,0%,0%,-13.85%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,3,12.16%,12.16%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,4,12.16%,12.16%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,5,14.47%,14.47%,2.63%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,6,14.47%,14.47%,2.63%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,7,14.47%,14.47%,2.63%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,8,14.47%,14.47%,2.63%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 20% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,20,,,,,1,0%,0%,-12.42%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 20% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,20,,,,,2,0%,0%,-12.42%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,3,11.05%,11.05%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,4,11.05%,11.05%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,5,12.57%,12.57%,1.71%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,6,12.57%,12.57%,1.71%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,7,12.57%,12.57%,1.71%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,8,12.57%,12.57%,1.71%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,High,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 20% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,20,,,,,1,0%,0%,-8.65%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,High,AGL,"AGL Smart Saver (Restricted) 14","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 20% guaranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,20,,,,,2,0%,0%,-8.65%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,3,7.96%,7.96%,0%,23/04/2020
QLD,Energex,4054,Arana Hills,8400,,Gas,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 3% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,3,,,,,4,7.96%,7.96%,0%,23/04/2020
